index,ep_summary,air_date,ep_nums,ep_title,episode,season,year,MoveFromCity,MoveFromCountry,MoveToCity,MoveToCountry,NumBlanks,Origin,Destination,GeoCategory,loc_info_orig,loc_info_dest,latitude,longitude
818,"Lifelong urbanites Alexandra and Tommaso are bidding arrivederci to Florence and relocating to the idyllic Italian countryside where they first fell in love. But these cosmopolitan clients demand a rustic home without sacrificing modern perks. In a quaint region where tradition trumps all, can they find a happy medium between old and new? Or will the glamour of the big city lifestyle draw them back? Find out, when House Hunters takes a step back into Italy's grand past in Maremma!",28-Jan-13,S30E11,Fleeing Florence for Maremma Italy,11.0,30.0,2013.0,Florence,Italy,Maremma,Italy,0,"Florence, Italy","Maremma, Italy",All,"Florence, Tuscany, Italy","Parco Naturale della Maremma, Italy",43.7698712,11.2555757
819,"Chicago professionals Nicole and Matt live very busy lives and seldom for rest and relaxation. Instead of a big wedding, they saved their money to invest in a second home on the Caribbean island of Roatan. For these newlyweds it's a chance to leave their busy lives behind and focus on each other. Agent Andrew Storms gives them several options: views, views, and views. See paradise as House Hunters International realizes a dream on the island of Roatan in Honduras.",22-Feb-12,S33E05,A Dream Home on Roatan,5.0,33.0,2012.0,Chicago,United States,Roatan,Honduras,0,"Chicago, United States","Roatan, Honduras",All,"Chicago, Illinois, United States","Roatán, 33166, Bay Islands, Honduras",41.8755616,-87.6244212
820,"Veterinary student Kelli Bogard moved to St Kitts to pursue her dream of being a vet. Now, her fiance Gavin is sacrificing everything to make the big move to be with her. But it's this couple's first time living under one roof and they're discovering different desires. Kelli wants room to study, but Gavin wants rooms with island views. Find out if they can agree on one point of view, when House Hunters International goes hog wild in St. Kitts.",22-Mar-13,S49E03,Different Desires in St. Kitts,3.0,49.0,2013.0,St. Kitts,St. Kitts and Nevis,St. Kitts,St. Kitts and Nevis,0,"St. Kitts, St. Kitts and Nevis","St. Kitts, St. Kitts and Nevis",All,"Saint Kitts and Nevis, Saint Kitts and Nevis","Saint Kitts and Nevis, Saint Kitts and Nevis",17.250512,-62.6725973
821,"Tech whiz kids Justin and Dustin are looking to escape the hustle and bustle of Brisbane and have decided to pack up and take on the Australian bush town of Kin Kin. They want to start their own company and become their own bosses. But with conflicting priorities and style preferences, Justin and Dustin will have to compromise. Find out if these two can agree on a bachelor pad when House Hunters International makes the trek to Kin Kin, Australia.",14-May-13,S52E13,"Escaping Big City Brisbane to Small Town Kin Kin, Australia",13.0,52.0,2013.0,Brisbane,Australia,Kin Kin,Australia,0,"Brisbane, Australia","Kin Kin, Australia",All,"Brisbane City, Queensland, Australia","Kin Kin, 4571, Noosa Shire, Queensland, Australia",-27.4689682,153.0234991
823,"Washington, D.C. area couple Pamela and Sean are honoring a wedding day vow to live abroad by moving to Dublin, Ireland, for his new job. But it's not ""happily ever after"" when it comes to house hunting. While she wants Irish character and charm in a new apartment, Sean would prefer something modern with an open-flor plant. No matter what type of place they choose, it needs to be close to Sean's bus for work and within Pamela's strict budget.",15-Feb-16,S89E06,Divided Over Design in Dublin,6.0,89.0,2016.0,"Washington, DC",United States,Dublin,Ireland,0,"Washington, DC","Dublin, Ireland",All,"Washington, District of Columbia, United States","Dublin, Ireland",38.8950368,-77.0365427
824,"Bob and Indya have grown tired of cold Oregon winters, and these outdoor enthusiasts are looking for some fun in the sun. After visiting San Jose del Cabo, they decided it was time to invest their hard-earned savings in a second home for their family. San Jose del Cabo is an authentic colonial city filled with culture, fantastic restaurants and a vibrant art community, and these snowbirds are excited to make their dreams of warm-weather living a reality in Mexico.",15-Sep-16,S96E08,No Snow in San Jose del Cabo,8.0,96.0,2016.0,Oregon,United States,San Jose del Cabo,Mexico,0,"Oregon, United States","San Jose del Cabo, Mexico",All,"Oregon, United States","San José del Cabo, 23400, Baja California Sur, Mexico",43.9792797,-120.737257
825,"Mark, Melani and their daughters are moving from Arizona to Brighton, England, after Mark got a job transfer there. Melani is excited about the change, but Mark worries about their kids adjusting to a new environment. The home search is proving to be another lesson in compromise for this family. Melani hopes to find a smaller home close to their girls' school, while Mark wants a larger house near the sea. Can they find a place that meets everyone's needs?",13-Oct-16,S96E10,"What's Right in Brighton, England",10.0,96.0,2016.0,Arizona,United States,Brighton,England,0,"Arizona, United States","Brighton, England",All,"Arizona, United States","Brighton, BN1 1HH, England, United Kingdom",34.395342,-111.763275
826,"World traveler Chris loves stand-up-paddleboarding and he loves dogs, so for the past 10 years he's been conducting traveling dog training workshops on the water. He's finally ready to settle down on the pristine beaches of Seventeen Seventy, Australia, to chill with his dogs and live a beach lifestyle. The long-term goal is setting up pet friendly lodging on his property, so his business partner tries to get him to think practically and find the right home for their business.",22-Sep-17,S109E09,Settling Down in Seventeen Seventy,9.0,109.0,2017.0,Seventeen Seventy,Australia,Seventeen Seventy,Australia,0,"Seventeen Seventy, Australia","Seventeen Seventy, Australia",All,"Seventeen Seventy, 4677, Queensland, Australia","Seventeen Seventy, 4677, Queensland, Australia",-24.1642742,151.885128
827,"Chef Krista went to France to become a sommelier and then decided to sell her California home and move to Paris permanently. With the market booming and home prices in Paris on the rise, Krista calls on her best friend, Stanley, to help her invest her life savings. She wants the cafe culture of central Paris with a big enough space to entertain. For better or worse, Stanley won't let her settle, even if her small budget requires some concessions.",23-Oct-17,S111E11,Champagne Problems in Paris,11.0,111.0,2017.0,California,United States,Paris,France,0,"California, United States","Paris, France",All,"California, United States","Paris, 75000;75001;75002;75003;75004;75005;75006;75007;75008;75009;75010;75011;75012;75013;75014;75015;75016;75017;75018;75019;75020;75116, Paris, Ile-de-France, France",36.7014631,-118.755997
828,"With her current job coming to an end, a Bay Area woman considers a job opportunity in her high school best friend's native Norway. A new job and a chance to once again live in the same town as her friend is an enticing offer, but she is concerned about making it through her first real winter. With her dog and her reunited best friend in tow, she is ready to try and find a place to live in Oslo.",4-Jan-18,S113E10,Old Friends in Oslo,10.0,113.0,2018.0,San Francisco,United States,Oslo,Norway,0,"San Francisco, United States","Oslo, Norway",All,"San Francisco, California, United States","Oslo, Norway",37.7790262,-122.419906
829,"A hard-working Nashville couple decides it's time to find a place where they can kick back and relax. They agree to look in the Northern Tuscan region of Garfagnana, Italy, and hope the lesser-known town will allow them to find a charming home in a dramatic hilltop village while staying under budget. The homes are dated, however, so the couple must decide if it's worth paying more for a turnkey home before managing a costly renovation in a foreign country.",14-Nov-17,S113E11,Slowing Down in Tuscany,11.0,113.0,2017.0,Nashville,United States,Garfagnana,Italy,0,"Nashville, United States","Garfagnana, Italy",All,"Nashville, Tennessee, United States","Castelnuovo di Garfagnana, Tuscany, Italy",36.1622767,-86.7742984
830,"New parents Bill and Sarah are leaving Philadelphia to move to Johannesburg for a job opportunity. They have travelled and lived abroad before but have never been to sub Saharan Africa, so they must navigate a new place while navigating parenthood. Sarah wants plenty of space for herself and the baby since Bill will be travelling for work, but Bill is more concerned that the new family will only have one income so he wants to stick to the budget.",13-Nov-17,S115E01,Jumping to Johannesburg,1.0,115.0,2017.0,Philadelphia,United States,Johannesburg,South Africa,0,"Philadelphia, United States","Johannesburg, South Africa",All,"Philadelphia, Pennsylvania, United States","Johannesburg, 2001, Gauteng, South Africa",39.9527237,-75.1635262
832,"A teacher and a writer, Casey and Casie are free spirits eager to work in different locations around the world. After some research, they've decided to move from Granada, Spain, to Da Nang, Vietnam, for its unique combination of culture, beauty and affordable living. The couple may have the same names, but there's nothing similar about what they're looking for in Da Nang. Casey has his heart set on beach life, while Casie finds inspiration in the bustling city center.",23-Aug-18,S129E11,From Spain to Da Nang,11.0,129.0,2018.0,Granada,Spain,Da Nang,Vietnam,0,"Granada, Spain","Da Nang, Vietnam",All,"Granada, Andalusia, Spain","Đà Nẵng, Vietnam",37.1734995,-3.5995337
835,"Successful careers and owning numerous properties have kept the Scotts on a chaotic schedule for years. They have decided to sell everything they own in Toronto, Canada and regroup in Mexico. But after spending so much time apart, their priorities have changed. Will they be able to come together and share one home together, or will they find their way back to their old ways? Find out when House Hunters International heads south of the border to Merida, Mexico.",10-Apr-12,S35E09,"A Couple Seeks Simple Life in Merida, Mexico",9.0,35.0,2012.0,Toronto,Canada,Merida,Mexico,0,"Toronto, Canada","Merida, Mexico",All,"Toronto, Toronto, Ontario, Canada","Mérida, Yucatán, Mexico",43.6534817,-79.3839347
838,"After completing his undergraduate degree in urban planning, Ryan Sandwick is ready for graduate school and has chosen a program in Scotland. Ryan is used to the San Diego, Canlifornia sunshine and moving to Glasgow will be a big adjustment. Hoping he can find something his style within his budget, Ryan gets help from his friend Gabe Teague and real estate agent Iain Williamson. Watch as Ryan weathers the move as House Hunters International gets schooled in Glasgow, Scotland.",16-Jan-13,S48E03,"Student Gets Schooled in Glasgow, Scotland",3.0,48.0,2013.0,San Diego,United States,Glasgow,Australia,0,"San Diego, United States","Glasgow, Australia",All,"San Diego, California, United States","Mount Glasgow, Australia",32.7174202,-117.1627728
839,"As a twenty-something, native New Yorker Lauren found herself at home in Amsterdam's laid back lifestyle. After ten years of building her hectic career in the big apple, she's trading the stressful city life for the relaxed cafe culture she fell in love with. But in this small city's already limited market, Lauren's biggest challenge is overcoming her high expectations from the past, while she navigates her future, as House Hunters International cruises the canals of Amsterdam, The Netherlands.",7-May-13,S52E07,"Back to the Future in Amsterdam, The Netherlands",7.0,52.0,2013.0,"New York, New York",United States,Amsterdam,Netherlands,0,"New York, New York","Amsterdam, Netherlands",All,"New York, New York, United States","Amsterdam, North Holland, Netherlands",40.7127281,-74.0060152
840,"In 1997, Ron and Lisa Cyrier took a vacation to Belize. They've been dreaming of going back permanently, ever since. Now they are making their dream a reality, selling their high-maintenance home in Charlotte, NC for a condo on the beach. With a plan to work less and play more, the Cyriers came with a conservative budget. But the cost of their dream home is unexpectedly high. Watch what happens as House Hunters International goes to San Pedro, Belize.",29-May-13,S53E09,"Leaving Charlotte, North Carolina for their island dream in Belize",9.0,53.0,2013.0,Charlotte,United States,San Pedro,Belize,0,"Charlotte, United States","San Pedro, Belize",All,"Charlotte, North Carolina, United States","San Pedro Town, Belize District, Belize",35.2272086,-80.8430827
841,"Now that her son is grown and she doesn't have anything keeping her tied to San Francisco, Toni decides to take second shot at a fresh start in Orvieto, Italy. But as a travel writer with a very limited budget, she must be financially savvy in order to make the move stick. With her son, Andrew, at her side trying to keep her on track, Toni will have to decide whether her dream life is one she can afford.",9-Jul-13,S55E12,"Mother Knows Best in Orvieto, Italy",12.0,55.0,2013.0,San Francisco,United States,Orvieto,Italy,0,"San Francisco, United States","Orvieto, Italy",All,"San Francisco, California, United States","Orvieto, 05018, Umbria, Italy",37.7790262,-122.419906
843,"After 15 years in North Carolina, Sandra longed for her hometown of San Sebastian, Spain. So she and husband Keith, who realized the benefits that a European lifestyle would offer their children, decided to move their family to the heart of Basque Country. Keith wants the American space and amenities they've grown accustomed to, but Sandra knows these will be difficult to find. Their clashing wants collide when House Hunters International takes a bite out of San Sebastian, Spain.",2-Nov-13,S61E12,"Culture Clash in San Sebastian, Spain",12.0,61.0,2013.0,North Carolina,United States,San Sebastian,Spain,0,"North Carolina, United States","San Sebastian, Spain",All,"North Carolina, United States","San Sebastián, 20001;20002;20003;20004;20005;20006;20007;20008;20009;20010;20011;20012;20013;20014;20015;20016;20017;20018, Basque Country, Spain",35.6729639,-79.0392919
844,"Matt and Corinna met at university in Perth. They've lived there together for two years, but for Corinna, a South African native, life in Australia has been temporary. Nonetheless, graduation has forced big decisions, and Corinna knows that if she wants to stay with Matt she'll have to leave Cape Town behind and make Perth permanent. With a brand new career, a changing relationship, and a transcontinental move, Corinna decides to give life in Perth a real college try.",2-Jul-14,S67E03,Nothing's Perth-ect,3.0,67.0,2014.0,Cape Town,South Africa,Perth,Australia,0,"Cape Town, South Africa","Perth, Australia",All,"Cape Town, 8001, Western Cape, South Africa","Perth, 6000, Western Australia, Australia",-33.928992,18.417396
847,"Alex, Jocelyn and their two children settled down in Calgary, Canada, to be close to Jocelyn's family. Yearning for the life he left behind in Perth, Australia, Alex got a job transfer there and is excited to go back. Jocelyn wants to live in the hustle and bustle of the city, but Alex is determined to stick to their budget and be close to his family's home. Can they compromise and find peace for the entire family in Perth?",3-Oct-16,S96E12,Battlefield Perth,12.0,96.0,2016.0,Calgary,Canada,Perth,Australia,0,"Calgary, Canada","Perth, Australia",All,"Calgary, Alberta, Canada","Perth, 6000, Western Australia, Australia",51.0460954,-114.065465
848,"When newlyweds Rachel and Vince got married, she was sure his traveling days were over. So when Vince asked Rachel to move to Lisbon, she was shocked. Rachel has never lived outside of Chicago or her comfort zone, and while Vince loves the fish out of water experience of living like the locals, Rachel wants an apartment with the modern look she's used to. The only thing this couple can agree on is space for a ping pong table.",25-Oct-16,S98E01,Lisbon Is for Lovers,1.0,98.0,2016.0,Chicago,United States,Lisbon,Portugal,0,"Chicago, United States","Lisbon, Portugal",All,"Chicago, Illinois, United States","Lisbon, Portugal",41.8755616,-87.6244212
850,"Erin and Sean have always lived in California with their two daughters and two dogs. When Sean was offered a position in Bristol, England, he shocked his wife by taking it. Erin had no plans to leave her teaching job of 18 years or the beautiful California weather. Finally convinced it would be a great opportunity for the kids, Erin is a newbie stay-at-home mom who makes it her business to find a home that suits her just right.",26-Dec-18,S133E03,"Ready or Not in Bristol, England",3.0,133.0,2018.0,California,United States,Bristol,England,0,"California, United States","Bristol, England",All,"California, United States","Bristol, England, United Kingdom",36.7014631,-118.755997
851,"Attorney Fred Royce bought his home called Henderson Castle in Kalamazoo, Mich., more than 20 years ago. He has recently turned into a bed-and-breakfast. As much as he loves his home, he has discovered another passion a world away--the beautiful Buenos Aires, the capital of Argentina. He wants to make the city his new home base and has set his sights on one of the ritziest areas. Helping him with his search is real estate agent Michael Koh.",8-May-06,S01E10,Buenos Aires Condo,10.0,1.0,2006.0,"Kalamazoo, Michigan",United States,Buenos Aires,Argentina,0,"Kalamazoo, Michigan","Buenos Aires, Argentina",All,"Kalamazoo, Michigan, United States","Buenos Aires, Autonomous City of Buenos Aires, Argentina",42.291707,-85.5872286
852,"Newlyweds Sally and Scot McLellan love the location of their one-bedroom flat in Glasgow, Scotland, but after two years of renting, they are ready to buy a place of their own. Though they adore being minutes away from their gym, shopping and friends, the McLellans have outgrown their cramped space and have decided to find a place with more room in one of the surrounding towns. Real estate agent Tony Walsh signs on to help with the search.",15-May-06,S01E11,Settling in Scotland,11.0,1.0,2006.0,Glasgow,Scotland,Glasgow,Scotland,0,"Glasgow, Scotland","Glasgow, Scotland",All,"Glasgow, G2 1DY, Scotland, United Kingdom","Glasgow, G2 1DY, Scotland, United Kingdom",55.861155,-4.2501687
855,"After a job transfer overseas, Houston natives Larry and Carey Stanteen search for an American-sized property in Budapest, Hungary. They quickly learn that while everything may be big in Texas, that's not the case along the banks of the legendary Danube River. Will they be able to mesh their oversized ideals with the reality of the Budapest property market? Or will the cost of moving abroad prove too steep? Find out, when House Hunters explores the Hungarian capital.",26-May-11,S23E12,"Braving Budapest, Hungary",12.0,23.0,2011.0,Houston,United States,Budapest,Hungary,0,"Houston, United States","Budapest, Hungary",All,"Houston, Texas, United States","Budapest, Hungary",29.7589382,-95.3676974
856,"Speech coach Ethan is no stranger to world travel but, after two decades of constant business trips away from home, he is taking his family on the road with him. Together, they are making the leap from Massachusetts to Malaysia, landing in the glitzy cyber-city of Kuala Lumpur. Will they be able to bend their colonial style sensibilities to a sleek 21st century housing market? Find out, when House Hunters soaks in the unbounded spirit of Kuala Lumpur!",11-Nov-11,S30E03,"Marlborough, Massachusetts to Malaysia",3.0,30.0,2011.0,"Marlborough, Massachusetts",United States,Kuala Lumpur,Malaysia,0,"Marlborough, Massachusetts","Kuala Lumpur, Malaysia",All,"Marlborough, Massachusetts, United States","Kuala Lumpur, Malaysia",42.3459271,-71.5522874
858,"Frequent world travelers Jennifer, Clint, and their six-year-old daughter Vivien are finally settling down. They're moving to Italy from Chicago to return to Jennifer's Italian roots, and to expand Vivien's horizons through living abroad. They've placed Vivien in an International School in Milan but have left themselves only one week to find an apartment before school begins. Milan's rental market is tight, and their schedule is even tighter, as the family chases the dream of going home again.",14-Dec-12,S48E13,Looking for the Real Italy on an Ancestral Homecoming,13.0,48.0,2012.0,Chciago,United States,Milan,Italy,0,"Chciago, United States","Milan, Italy",All,"Bell Works Chciagoland, East AT&T Center Drive, 60192, East AT&T Center Drive, Barrington Township, Illinois, United States","Milan, Lombardy, Italy",42.072208849999996,-88.1242696040224
861,"Canadians Luis and Marcela have been discussing and saving to buy a vacation home in Aruba since they first visited there three years prior. Being from Toronto, they fell in love with the warm, dry climate and the sunny white beaches. But although they are in sync about most of the details, there's one annoying area of disagreement, renting out the property when they are not there. Find out what happens when House Hunters International travels to Aruba.",10-Mar-14,S64E06,To Rent Out or Not To Rent Out in Aruba,6.0,64.0,2014.0,Toronto,Canada,Aruba,Netherlands,0,"Toronto, Canada","Aruba, Netherlands",All,"Toronto, Toronto, Ontario, Canada","Aruba, Netherlands",43.6534817,-79.3839347
862,"A job opportunity in New Zealand will give Texan Andrew the chance to spend more time with his wife Amber and their two daughters. To maximize their time together, he wants to live near the city of Hamilton and close to work, but Amber is focused on a family-friendly neighborhood with safe outdoor spaces. Amber and Andrew will have to come to a consensus on what's more important in a home as they hunt in Hamilton, New Zealand.",18-Oct-16,S96E06,A Home Made in Hamilton,6.0,96.0,2016.0,Texas,United States,Hamilton,New Zealand,0,"Texas, United States","Hamilton, New Zealand",All,"Texas, United States","Hamilton New Zealand Temple, Tuhikaramea Road, 3218, Tuhikaramea Road, Waikato, New Zealand",31.2638905,-98.5456116
864,"Robb and Robert are leaving Tokyo for Robb's job transfer where he'll be teaching art to the children of American military families stationed in Kaiserslautern, Germany. Robert wants a home that offers privacy, but Robb wants to be in the center of the city near the art and architecture of Europe. Robert is leaving his job for the move but isn't concerned about budgets, while Robb is uneasy about their finances, creating confusion for their real estate agent.",2-Feb-17,S103E04,Making Art in Germany,4.0,103.0,2017.0,Tokyo,Japan,Kaiserslautern,Germany,0,"Tokyo, Japan","Kaiserslautern, Germany",All,"Tokyo, Japan","Kaiserslautern, Rhineland-Palatinate, Germany",35.6840574,139.7744912
865,"An Atlanta couple with hectic work schedules travels as a necessary escape from busy city life. After a recent visit to Reykjavik, Iceland, they fell in love with the area so much they decided to buy a vacation home there. The couple has interior design experience and is open to finding a place in the middle of town where they can create something unique, but they're not ruling out a budget-friendly turnkey home where they can just relax.",8-May-17,S104E02,Relaxing in Reykjavik,2.0,104.0,2017.0,Atlanta,United States,Reykjavik,Iceland,0,"Atlanta, United States","Reykjavik, Iceland",All,"Atlanta, Georgia, United States","Reykjavik, Iceland",33.7489924,-84.3902644
866,"Life in Cape Girardeau, Missouri, was all about work until Andy came up against life-threatening health issues. He and Tyonia vowed they would never be a woulda, shoulda, coulda couple and decided to move to Ambergris Caye for a healthier lifestyle. But compromise isn't part of the doctor's orders and it's not easy for Tyonia to talk Andy into being reverent to the budget. Especially when buying an expensive boat in Belize is part of Andy's dream, too.",1-Jun-17,S105E07,Healthy Life in Ambergris Caye,7.0,105.0,2017.0,"Cape Girardeau, Missouri",United States,Ambergris Caye,Belize,0,"Cape Girardeau, Missouri","Ambergris Caye, Belize",All,"Cape Girardeau, Missouri, United States","Ambergris Caye, Belize",37.3034933,-89.5230357
868,"A young couple has decided to make a huge life change and move to Wroclaw, Poland. Swapping their big house in North Carolina for a small and cozy apartment in Poland, however, might turn out to be a challenge if they want to bring along their two beloved dogs. With their long wish list and a dream to live close to both work and a dog-friendly park, they'll have to decide what they are ready to compromise on.",14-Mar-18,S114E10,"Animal Lovers in Wroclaw, Poland",10.0,114.0,2018.0,North Carolina,United States,Wroclaw,Poland,0,"North Carolina, United States","Wroclaw, Poland",All,"North Carolina, United States","Wrocław, Lower Silesian Voivodeship, Poland",35.6729639,-79.0392919
869,"Chelsey, Steve and their six children are eager to explore a new culture and grow together as a family by moving from Huntsville, Utah, to Peniche, Portugal. With Steve working from home, he's concerned about steady income and refuses to break their budget. Chelsey realizes that with eight people living under one roof, everyone needs a little elbow room to stay sane. Unfortunately there are no properties that offer both budget and space, so they're destined to clash.",18-Jul-18,S125E08,"Big Family, Little Budget in Peniche",8.0,125.0,2018.0,"Huntsville, Utah",United States,Peniche,Portugal,0,"Huntsville, Utah","Peniche, Portugal",All,"Huntsville, 84317, Utah, United States","Peniche, Portugal",41.2607887,-111.7701709
871,"With six children under age 12, life in Washington state is hectic for Erica and Andy, and they've finally had enough. Erica spent time in Argentina when she was younger, and the pristine natural beauty of Bariloche feels right to them. Erica will work remotely while Andy takes care of the kids. He's ready to unplug and enjoy the wilderness, but Erica is nervous about being too far away from civilization and wants the kids to stay connected.",5-Mar-19,S138E01,Reconnecting in Bariloche,1.0,138.0,2019.0,Washington State,United States,Bariloche,Argentina,0,"Washington State, United States","Bariloche, Argentina",All,"United States Senate, West Terraces and Steps, 20534, West Terraces and Steps, Washington, District of Columbia, United States","San Carlos de Bariloche, 8400, Río Negro Province, Argentina",38.8906504,-77.00904388811311
872,"Vandna Patel and Debbie Elvy are happy living in their home in Surrey, 15 miles outside of London. However, they long for better weather. Debbie has finally convinced Vandna to look for a vacation home, and they've agreed that the island of Cyprus has the weather and the lifestyle they are looking for. As they search in the city of Larnaca, they are looking for a true getaway with beautiful swimming pools, landscaped gardens and low maintenance.",4-Oct-09,S11E04,Paradise in Cyprus,4.0,11.0,2009.0,Surrey,England,Larnaca,Cyprus,0,"Surrey, England","Larnaca, Cyprus",All,"Surrey, England, United Kingdom","Larnaca, Cyprus, Cyprus",51.2715316,-0.3414523511290909
873,"Michael, Carla and their two children live in the commuter suburb of Tenafly, New Jersey. While the couple loves Tenafly's great schools and their easy commute to work in Manhattan, they've grown weary of the cold winters, so they've decided to buy a vacation home in Turks &amp; Caicos. But with a budget that tops out at $550,000 US, can they find a condo with gorgeous Caribbean views, and a bedroom the kids can call their own?",1-Oct-10,S18E03,Family Searches for a Getaway in Caribbean Playground of Turks &amp; Caicos,3.0,18.0,2010.0,"Tenafly, New Jersey",United States,Turks and Caicos,England,0,"Tenafly, New Jersey","Turks and Caicos, England",All,"Tenafly, 07670, New Jersey, United States","Turks and Caicos Islands, Turks and Caicos Islands",40.9253766,-73.9629154
874,"LA musicians are a dime a dozen and the road to stardom is leading Emad Alaeddin back home. In a land where rock and roll is still new Emad wants to make some noise, but without an inspirational pad to hang his guitar will his middle-eastern tour be a hit? Find out when Emad Alaeddin recruits real estate agent Wael Al Jabari to help him find a creative sanctum among the busy apartment blocks of Amman, Jordan.",9-Nov-11,S23E09,Inspirational Apartments of Amman Jordan,9.0,23.0,2011.0,Los Angeles,United States,Amman,Jordan,0,"Los Angeles, United States","Amman, Jordan",All,"Los Angeles, California, United States","Amman, 11110, Amman, Jordan",34.0536909,-118.242766
875,"Ben and Stefan are leaving London confines for the wide wide open spaces of Slovenia. They're looking to find a place where Stefan can decorate and rebuild to his fancy, and also where Ben can cook and entertain the guests that will come stay at their bed and breakfast. It's Ben's dream versus Stefan's needs. Will they see eye to eye? Find out as House Hunters International goes back to the land in Most Na Soci, Slovenia..",23-Jun-11,S27E01,"Buying a farm in Most Na Soci, Slovenia",1.0,27.0,2011.0,London,England,Most Na Soci,Slovenia,0,"London, England","Most Na Soci, Slovenia",All,"London, England, United Kingdom","Most na Soči, 5220, Tolmin, Slovenia",51.5073359,-0.12765
876,"The chance to live and work in Switzerland has Bernie and Minoo giving up their beloved forever home in blustery Calgary. But they've never lived in an apartment before and trying to clone the spaciousness they took for granted in one of the world's most expensive cities to live in could leave this Canadian family feeling a little home sick. It's a lesson in downsizing, with relocation expert Sabine Baerlocher, when House Hunters heads to Geneva, Switzerland.",20-Apr-12,S36E02,Family-Sized Apartments in Geneva's Suburbs,2.0,36.0,2012.0,Calgary,Canada,Geneva,Switzerland,0,"Calgary, Canada","Geneva, Switzerland",All,"Calgary, Alberta, Canada","Geneva, Geneva, Switzerland",51.0460954,-114.065465
879,"Young American newlyweds Stephanie and Ryan Palmer moved in with her parents after their wedding, in anticipation of their big move to Spain. With an opportunity for Ryan to teach English, he is living his dream. Despite her lack of knowledge of the Spanish language, Stephanie is taking the bold move with him. Watch as the Palmers try to find their perfect first home together as husband and wife, as House Hunters International goes to Cartaya, Spain.",11-Mar-13,S50E11,"Leaving Pennsylvania for Cartaya, Spain",11.0,50.0,2013.0,Pennsylvania,United States,Cartaya,Spain,0,"Pennsylvania, United States","Cartaya, Spain",All,"Pennsylvania, United States","Cartaya, Andalusia, Spain",40.9699889,-77.7278831
881,"Atlanta residents Jeff and Laura are searching for a vacation and rental home in San Miguel de Allende, Mexico. The world travelers and Spanish speakers want to immerse their young daughters in the Latin culture they are so passionate about. Laura wants a true Mexican hacienda, but Jeff wants to go modern. No matter who wins the struggle over style, the house must attract renters to make their future plans of retiring in San Miguel a reality.",11-Sep-15,S83E06,Atlanta Couple Has a 'Mexican Over Modern' Style Showdown in San Miguel de Allende,6.0,83.0,2015.0,Atlanta,United States,San Miguel de Allende,Mexico,0,"Atlanta, United States","San Miguel de Allende, Mexico",All,"Atlanta, Georgia, United States","San Miguel de Allende, Guanajuato, Mexico",33.7489924,-84.3902644
883,"Grayson and Ariana are leaving Reno, Nevada, to fulfill Ariana's lifelong dream of living in France. When Ariana lands a job in historic Angouleme, Grayson is eager to tag along and experience the French charm and ambiance he's been hearing about their whole relationship. But on one income, will they be able to afford the experience Ariana has always imagined, and will Grayson be able to find a kitchen to become the French chef of Ariana's dreams?",28-Sep-16,S97E01,French Cuisine in Angouleme,1.0,97.0,2016.0,Reno,United States,Angouleme,France,0,"Reno, United States","Angouleme, France",All,"Reno, Nevada, United States","Angoulême, 16000, Nouvelle-Aquitaine, France",39.5261206,-119.8126581
884,"Arjun and Azee both grew up in Dubai but were born in India and Iran. Since the UAE doesn't offer citizenship to foreigners, they've been living on temporary residence visas. Now that they are ready to start a family, the couple is looking for a permanent place to live. After an exhaustive search of 16 cities around the world, they've settled on Lisbon, Portugal, due to its golden visa program, which is a fast track to residency.",1-May-17,S105E02,On the Fast Track in Lisbon,2.0,105.0,2017.0,Dubai,United Arab Emirates,Lisbon,Portugal,0,"Dubai, United Arab Emirates","Lisbon, Portugal",All,"Dubai, Dubai, United Arab Emirates","Lisbon, Portugal",25.2653471,55.2924914
885,"A Spanish teacher and her family are moving from Michigan to Pamplona, Spain. After teaching Spanish for more than 20 years, Kristin has convinced her husband, Jim, and their daughter to sell their home and put their jobs on hold in order to pursue her dream of living in Spain. Kristin is eager to immerse her family in everything Pamplona's city center has to offer, but Jim feels that they will get more value away from town.",14-Sep-17,S108E01,No Bull in Pamplona,1.0,108.0,2017.0,Michigan,United States,Pamplona,Spain,0,"Michigan, United States","Pamplona, Spain",All,"Michigan, United States","Pamplona, Navarre, Spain",43.6211955,-84.6824346
887,"With rising real estate prices edging them out of a larger home in the Bay Area, Gary and Christine have decided to quit their jobs, sell everything and move their family to Austria to run a bed and breakfast. Gary wants to be near the lake to attract more guests, and he's open to a fixer upper. Christine, however, wants a turnkey place for a smoother transition, and she wants the family to be closer to town.",7-Sep-17,S111E02,Bed and Breakfast in Austria,2.0,111.0,2017.0,San Francisco,United States,Carinthia,Austria,0,"San Francisco, United States","Carinthia, Austria",All,"San Francisco, California, United States","Carinthia, Austria",37.7790262,-122.419906
888,"After months of treatment, a cancer survivor and his wife decide to make an adventurous 8,000-mile move from Philadelphia to Vietnam. The low cost of living and job opportunities for English speakers make it almost too good to be true, but the house hunt provides plenty of obstacles. He's willing to overlook the modern conveniences they are used to in America as long as he is close to the beach, but she's driving a much harder bargain.",5-Dec-17,S116E13,Living the Dream in Da Nang,13.0,116.0,2017.0,Philadelphia,United States,Da Nang,Vietnam,0,"Philadelphia, United States","Da Nang, Vietnam",All,"Philadelphia, Pennsylvania, United States","Đà Nẵng, Vietnam",39.9527237,-75.1635262
