index,ep_summary,air_date,ep_nums,ep_title,episode,season,year,MoveFromCity,MoveFromCountry,MoveToCity,MoveToCountry,NumBlanks,Origin,Destination,GeoCategory,lat_orig,lon_orig,lat_dest,lon_dest,distance_km,Skip,InputDataKey
186,Nicole is looking for an exciting change after living and working in New York for most of her life. She's always been drawn to the Italian art of living and decided to accept a teaching contract in Rome. But the language barrier has Nicole seeking the professional help of all around relocation and real estate gurus Sabrina Cosi and Katia Bosco. Sabrina and Katia are helping Nicole get acquainted with the social and cultural adjustments she'll need to make after moving. They can also help her find the perfect apartment right in the middle of it all. Nicole wants to be as centrally located as possible and the team of Sabrina and Katia have promised to deliver.,21-Jan-10,S16E04,Apartment Hunting in Central Rome,4,16,2010,"New York, New York",United States,Rome,Italy,0,"New York, New York","Rome, Italy",All,40.7127281,-74.0060152,41.8933203,12.4829321,6889.54,Can get data,0
187,"Anne-Marie and her man Andonis are urbanites looking for a vacation escape that can easily remove them from the hot, congested summers of Athens, Greece. They love the buzz of the city, but in the middle of summer the city's heat and traffic can be relentless. Their favorite place to weekend is the Peloponnese Peninsula along the Mediterranean Sea. With the region's few city centers, quaint villages, and beautiful beaches what other reasons could this hip couple need to buy the perfect vacation property here as well? But finding the right real estate agent who knows their way around the peninsula is key, so enter professional realtor Stefani O'Connor. She's got the task of finding these weary city dwellers a private little Mediterranean paradise.",17-Mar-10,S16E05,Greek Vacation Homes Along the Mediterranean Coast,5,16,2010,Athens,Greece,,Greece,1,"Athens, Greece",,Missing Destination City,,,,,,Can not get data,0
188,"Aussie raised Alec and his wife Rachel agree that Melbourne is the best, and healthiest, place to move their growing family. But Rachel has a lot at stake with the move: her LA friends of many years are like family to her and she has a successful photography business that will have to be relocated to Australia. Alec's also interested in going green by ditching one of the family's two cars and he's committed to collecting rain water to help conserve natural resources. This family of five also needs lots of space to accommodate everyone and their next home needs to have enough room for Rachel's photography studio. That's a tall order and professional realtor Billy Shroder says the housing market in the popular neighborhood of Hampton is very competitive. High demand and low supply of homes means buyers can lose the sale. But hopefully not if Billy is at the helm of the house hunt.",14-Feb-10,S16E06,"Going Green in the Suburbs of Melbourne Australia (LA to Melbourne, Australia)",6,16,2010,"Los Angeles, California",United States,Melbourne,Australia,0,"Los Angeles, California","Melbourne, Australia",All,34.0536909,-118.242766,-37.8142454,144.9631732,12774.31,Can get data,0
189,"Archie and Erica have sold a citrus nursery and are moving their three young boys to the Great Barrier Island off the eastern coast of New Zealand. But far from just moving, they are conducting an experiment in being as environmentally friendly as they possibly can. On the Great Barrier, home owners reduce their ecological foot print by living off the grid and need to do everything themselves from generating their own power to waste disposal. In short, this family gives new meaning to going green. But they can't find a home by themselves. They need an island expert that not only has some properties to show them, but who also knows the ins and outs of adjusting to island living. It's green to the extreme when House Hunters discovers the Great Barrier Island.",10-Mar-10,S16E07,Live Off the Grid on the Great Barrier Island of New Zealand,7,16,2010,,,Great Barrier Island,New Zealand,2,,"Great Barrier Island, New Zealand",All Destination,,,,,,Can not get data,0
190,"Mamdouh and Laura Raafat now live with their two children, Tarek and Hannah, in a nice, quiet neighborhood in California. They have a great house, nice careers and an easy-going lifestyle most people would envy. So why are they looking to leave all that and move to the to the busy, bustling city of Cairo, Egypt? Well, it depends on who you ask. Mamdouh wants his children to experience part of their cultural heritage while they are still young and Laura is up for the adventure of living in the ancient city by the Nile, the Triumphant City of Cairo, Egypt. But just because they've got the ambition to move doesn't mean they know where to live. So to help them navigate the real estate scene in this hectic city they've hired realtor Soaad Abd Elsalam. The Raafats have asked her to find them a family friendly condo that's near a good school. Let the house hunting begin.",16-Mar-10,S16E08,California Based Family of Four Moves to Cairo.,8,16,2010,California,United States,Cairo,Egypt,0,"California, United States","Cairo, Egypt",All,36.7014631,-118.755997,30.0443879,31.2357257,11960.63,Can get data,0
191,"Ellena and Matt have taken their children out of school, sold their family furniture business and are gearing up for a house hunt around Brisbane, Australia. Ellena was born and raised there and her folks are anxious to see the kids grow up. Matt is also looking forward to the warmer winters. However, Matt and Ellena haven't quite ironed out their differences on where the best location to live should be. Ellena is leaning towards buying a house in Brisbane proper -- where her folks live. But Matt wants to live out in the country more where he and the kids will have more green space to romp around. Will Ellena see Matt's argument for living further outside town or will Matt give in to living in the city? Even their professional realtor Robert Lindsay can't answer that question right now, but he'll do his best to mediate the debate. He's got plenty of properties to show Matt and Ellena in and outside Brisbane. And after Robert lays the cards on the table, it can only come down to one.",14-Mar-10,S16E09,Country Home Versus City Home Along the Gold Coast of Australia,9,16,2010,,,Brisbane,Australia,2,,"Brisbane, Australia",All Destination,,,,,,Can not get data,0
192,"Marisa and Mark decided it was time to move back to the city where Marisa grew up: Buenos Aires, Argentina. Buenos Aires is known as the Paris of the South and besides Marisa wishing to return there, the decision to move was motivated by the business opportunities for tourism professionals. Both Mark and Marisa specialize in this industry and they're eyeing Buenos Aires a great place to set up an office. And now that the move is becoming a reality, there are a few other realities they have to contend with. In Buenos Aires, home buyers need to pay cash only for property. That means having a professional realtor to safely broker a deal is more important than ever. The couple has put their faith in realtor Pablo Goldemberg to offer up some great apartments around town and to professionally broker a cash deal. Happy hunting!",21-Mar-10,S16E10,Hunting for Apartments in the Paris of the South,10,16,2010,,,Buenos Aires,Argentina,2,,"Buenos Aires, Argentina",All Destination,,,,,,Can not get data,0
193,"Linda dropped a bomb shell on her boyfriend Mitch when she told him about a job offer she landed in Bangkok, Thailand. Mitch is dedicated to the relationship and managed to pull some strings at work to be able to join her on this exciting adventure of a life time. Now the two are headed to Thailand to hunt for apartments together. Since they've never actually shopped for a place together they are quickly realizing their differences in wants and style. Linda is less concerned with minute details and more focused on living close to her new job. Mitch is an experienced property owner and is more focused on style and layout. To help mediate the debate they've hired professional realtor Joshua ""Cobby"" Leathers. He represents both single family homes for rent and modern high-rise apartments. Cobby will do his part, but at the end of the day, Mitch and Linda will need to hash out their differences before settling on the best place to live. All when House Hunters travels to Bangkok, Thailand.",24-Feb-10,S16E11,Providence Couple Hunts for Their First Apartment in Bangkok Thailand,11,16,2010,"Providence, Rhode Island",United States,Bangkok,Thailand,0,"Providence, Rhode Island","Bangkok, Thailand",All,41.8239891,-71.4128343,13.7524938,100.4935089,13779.76,Can get data,0
194,"Miles was born with a race car in his hand and has dreamed of designing them all his life. Jump to present day and he finally received the call he's been waiting for: a job offer near Oxford! But uprooting his family and selling the house in Salt Lake City, Utah is no small task. Kristy, his talented wife, is up for the adventure of a lifetime and looks forward to living in England. But now that her husband's dream has come true, she's also dreaming of the true English experience. As they pack up their lives and head over seas Kristy hopes their realtor Jacqui Torrance can find them the perfect English cottage in the countryside of Oxfordshire. With Jacqui at the helm of the house hunt, it won't be long before Miles and Kristy feel they're living the real Jane Austin experience.",23-Mar-10,S16E12,Traditional English Cottages in Oxfordshire England,12,16,2010,"Salt Lake City, Utah",United States,Oxfordshire,England,0,"Salt Lake City, Utah","Oxfordshire, England",All,40.7596198,-111.886797,51.833333,-1.25,7740.74,Can get data,0
195,"David and Jana Broderick consider themselves city people. But after having their daughter Sophie they felt moving to the countryside outside Prague would be healthier and more convenient. Deciding on the right type of house may present a challenge as David believes that no house can have too much space He thinks finding a fixer upper is fine. Jana on the other hand grew up in a small apartment and doesn't want a place to be too big or need too much work. She's leery of buying a money pit. And now that the hunt for a country home is getting underway they've hired a good mediator: professional realtor John Breaux. John will show them homes with varying degrees of perfection: some closer to town, some that need work, and some more expensive than others. But at the end of the day, David and Jana will need to settle their differences and chose the right home for the whole family. Watch as David and Jana head to the hills outside historic Prague, Czech Republic.",28-Mar-10,S16E13,Country Homes Outside Prague Czech Republic,13,16,2010,,,Prague,Czech Republic,2,,"Prague, Czech Republic",All Destination,,,,,,Can not get data,0
196,"Vladimir and Milica moved from Serbia to The Netherlands two years ago for his job as an IT consultant. While they love their adopted country, Milica is dying to move out of their sleepy village of Maarssen and into in freewheeling Amsterdam. With a budget of $380,000, they want to buy a 2 bedroom, 1 bath apartment in the popular neighborhood of Pijp. One of the biggest challenges their real estate agent, Jaap Russchen, faces is to find an apartment that will have the city views for Milica and a peaceful quiet space for Vladimir.",8-Sep-10,S17E01,Vladimir and Milica are Serbians Who Want To Buy An Apartment In Their Adopted Home of Amsterdam,1,17,2010,Maarssen,Netherlands,Amsterdam,Netherlands,0,"Maarssen, Netherlands","Amsterdam, Netherlands",All,52.1384846,5.040082,52.3730796,4.8924534,27.95,Can get data,0
197,"Alex is an American expat, who is enjoying life in the Newcastle area of England with her husband Will. Having been born and raised in the U.K., Will is used to the harsh northeast English weather. But, not Alex. So, she convinced him to buy a vacation home in the Abruzzo region of Italy, where the weather is much warmer. With a budget of $211,000, they want to find a home with views of the sea and lots of land. The challenge? As the owner of a construction company, Will is well aware of the pitfalls of home renovation and would rather buy a place that doesn't need a lot of work. Alex, on the other hand, is only concerned with how the house makes her feel. Their real estate agent, Stefania Russo takes them to see three very different homes that range from a complete fixer to a remodeled farmhouse. In the battle between love and money, someone will have to give in. But, who?",8-Aug-10,S17E02,Alex and Her Husband Will Want to Escape the Dreary Weather in England By Buying a Vacation Home in the Abruzzo Region of Italy,2,17,2010,Newcastle,England,Abruzzo,Italy,0,"Newcastle, England","Abruzzo, Italy",All,54.9738474,-1.6131572,42.227681,13.854983,1808.89,Can get data,0
198,"Fran and Fiorina Mahon are from Ireland and live in Naas, County Kildare, which is about 18 miles from Dublin. The couple enjoys spending time with their three children, but with their two sons off in college it's a challenge to get everyone together. To solve the problem they've decided to get a vacation home where the entire family can spend quality time together. Because of Fiornia's Italian heritage they are focused on southern Italy. The couple decided on Calabria, Italy because it has great weather and some of the country's lowest priced coastal real estate. The only catch is they have never been to the area, so Fran, Fiorina and their daughter Beverly will spend four days in Calabria looking for a home and getting familiar with the region. With a tight budget and limited amount of time will they be able to find the ideal vacation home before heading back to Ireland?",22-Aug-10,S17E03,"A Family from Ireland looks for a Vacation Home in Calabria, Italy",3,17,2010,Naas,Ireland,Calabria,Italy,0,"Naas, Ireland","Calabria, Italy",All,53.2214677,-6.6574093,39.0565974,16.5249864,2362.05,Can get data,0
199,"Texan businesswoman Barbara has been working to convince her husband Dean, an oil worker, to buy a vacation home in the remote village of Cotacachi, Ecuador. Even though he's only seen the place in photos and home videos, Dean is willing to take the risk, but he doesn't want to give up the yard space he's used to back home. With a budget of $160,000 US, and the help of Barbara's friend and real estate agent Caroline, can this couple find the kind of tropical retreat they'll want to visit for years to come?",15-Aug-10,S17E04,Couple Searches for Ecuador Getaway,4,17,2010,Texas,United States,Cotacachi,Ecuador,0,"Texas, United States","Cotacachi, Ecuador",All,31.2638905,-98.5456116,0.3955234,-78.45070132,4032.22,Can get data,0
200,"British musician Sam loves his life in Leeds, UK, but he longs for a rural getaway that reminds him of his upbringing in the English countryside. With his girlfriend Lauren along for advice and support, he's heading to the Bulgarian countryside, where real estate is a bargain. But can $28,000 really buy the kind of vacation home Sam will want to return to for years to come?",4-Dec-10,S17E05,British Musician Wants Getaway in Bulgarian Countryside,5,17,2010,Leeds,England,,Bulgaria,1,"Leeds, England",,Missing Destination City,,,,,,Can not get data,0
201,"Canadians Craig and Jeanelle are looking for a vacation home in the Dominican Republic. They're hoping to find a warm place where they can escape the cold Canadian weather and enjoy great beaches and nightlife. But they also want a home where their baby son will feel comfortable. With a budget of $300,000, Jeanelle and Craig are on the hunt for the perfect getaway place. But since they both have different wishes, it's going to be a challenge to find what they want. After checking out three great places, can they finally agree on one?",10-Jun-10,S17E06,A Canadian Couple Searches for a Vacation Home in the Dominican Republic,6,17,2010,,Canada,,Dominican Republic,2,,,Country to Country,,,,,,Can not get data,0
202,"Phil and Amanda Grapes moved from London to the south of France seven years ago, and since that time they've renovated five homes, and lived in all of them. That's a tough lifestyle for anyone, and especially tough for the parents of young children, like Phil and Amanda. With no formal training in home renovation, the couple has had to learn on the job, but they've enjoyed doing it, and have found it to be a profitable career. However, Amanda is tired of living in a construction zone and she's ready to buy a home that is ready-to-move into, and will be permanent for their young family of four. They want to stay in France's Languedoc-Roussillon region, and they want to find a grand home with plenty of local, historic character. Their only other request is for a large garden where the kids can play. Their budget is $512,000. Find out if they get what they want when House Hunters goes to France's Languedoc-Roussillon region.",9-Sep-10,S17E07,Londoners Phil and Amanda Hope to Find an Affordable but Grand Home in France's Languedoc-Roussillon Region that Does Not Require Major Renovations,7,17,2010,,France,,France,2,,,Country to Country,,,,,,Can not get data,0
203,"Steve is an engineer who loves living in Phoenix, Arizona. But, his job is anything but 9 to 5. He decided he wants to buy a vacation home in a remote area of Belize, where he can unplug from his job and completely escape. He's taking along his good friend and travel buddy, Kelly, on this journey. He has a budget of $200,000 - $300,000 and is hoping to find a home in a remote location, close to the water and that has Belizean character. Having never bought a place overseas, he'll really have to rely on realtor Elizabeth Dull, to help him find the right place.",7-Sep-10,S17E08,"Steve Wants to Escape His Stressful Job in Phoenix, Arizona by Buying a Vacation Home in a Remote Area of Belize",8,17,2010,"Phoenix, Arizona",United States,,Belize,1,"Phoenix, Arizona",,Missing Destination City,,,,,,Can not get data,0
204,"While they love the Grand English estate they call home, Sandra and Roger are tired of Britain's dreary weather. They're looking to make a fresh start in France's Charente Region, famous for its sunny climate and cognac production. But with a budget of $432,000, can they find a place with authentic French charm, that won't require extensive renovations?",22-Sep-10,S17E09,Brits Look for Home in France's Cognac Country,9,17,2010,,England,Cognac,France,1,,"Cognac, France",Missing Origin City,,,,,,Can not get data,0
205,"American surfers Seth, 32, and Lindsey, 28, have decided to ''retire early'' in a beautiful spot known as the Nicaraguan Riviera. After living in a caretakers' cottage for nearly a year, they've saved enough money to buy a place of their own. But can their $200,000 budget get them a place with a view of the surf that brought them here in the first place?",10-Sep-10,S17E10,American Surfers Search for Home in Nicaragua,10,17,2010,,United States,,Nicaragua,2,,,Country to Country,,,,,,Can not get data,0
206,"Tim loves his bachelor life in San Diego, but one important piece of his life is missing: his little girl, Gabi, lives in Costa Rica with her mother. Tim's decided to buy a second home in the Central American country, so he can spend several months a year with Gabi, instead of making rushed visits to impersonal hotels. But with a budget of $550,000 US, can this doting dad find a beachfront property that's both wallet and child-friendly?",13-Sep-10,S17E11,Dad Looks For Kid-Safe Home in Costa Rica (Vacation Place in Panama),11,17,2010,"San Diego, California",United States,,Costa Rica,1,"San Diego, California",,Missing Destination City,,,,,,Can not get data,0
207,"Grant and Kristi love their active lives in Oklahoma City, but the busy couple would love a warm place to get away and relax. They're hoping to find a spacious place so their entire extended family can also enjoy some down time. Since most of their relatives already have to travel for reunions, Grant and Kristi thought buying a place abroad would be a great idea. They decided to go with Panama because they can use the US dollar and it offers everything from mountains to oceans, so there are a variety of activities the family can do together. After heading to Panama and taking in the sights the couple gets to work on their house hunt. They'll check out three properties with a number of pros and cons, but can they find a place that will work for their entire family?",15-Sep-10,S17E12,An Oklahoma City Couple Looks for a Vacation Home in Panama,12,17,2010,"Oklahoma City, Oklahoma",United States,,Panama,1,"Oklahoma City, Oklahoma",,Missing Destination City,,,,,,Can not get data,0
208,"Christine is an American who followed her husband Andrea to his hometown of Bologna, Italy, when he started a new job as the director of a student exchange program at the University of Bologna. While they love living in Italy, they don't want to raise their 5-year-old son, Ray, in a small apartment in the city and are looking for a house in the hills near Bologna. With a budget of $710,000, they are in sync on their needs with one exception. As an American, Christine wants a home with some history. Andrea wants a home that is functional and doesn't need any work at all. Their agent, Grazia Lanzoni, is up for the challenge.",14-Sep-10,S17E13,"Christine and Her Husband Andrea Want to Raise Their Son in the Countryside Outside of Bologna, Italy",13,17,2010,Bologna,Italy,Bologna,Italy,0,"Bologna, Italy","Bologna, Italy",All,44.4938203,11.3426327,44.4938203,11.3426327,0,Can get data,0
209,"Tom and Janet Behanick are empty-nesters, living a comfortable life in Magnolia, Texas. But this couple is all about family-time, and since their two children have grown and moved out, they're just not getting enough of it. That's where the vacation home in Costa Rica comes in. Tom and Janet are hoping to find a luxurious Costa Rican getaway that will bring the whole family together again for many vacations to come. They want a great view and lots of room, all for under a million dollars. Real Estate Broker Jennifer Causey knows the Behanicks pretty well, and she's certain they'll have to spend more to get the kind of home they're looking for. She shows them three homes, each more spectacular than the next, and each more than a million dollars. But just how much are Tom and Janet willing to spend to get the family vacation home of their dreams?",17-Sep-10,S18E01,Empty-Nesters Hope to Find a Vacation Home on the Costa Rican Coast that will Bring the Whole Family Together Again,1,18,2010,"Magnolia, Texas",United States,,Costa Rica,1,"Magnolia, Texas",,Missing Destination City,,,,,,Can not get data,0
210,"Canadian real estate investor Brock brought his girlfriend Christina to San Juan del Sur, Nicaragua, in search of money-making opportunities. They fell in love with this coastal paradise and decided to stay for good, but after months of sharing a 700 square foot apartment with another couple, they need a place of their own. What they can't agree on is the budget: Brock wants to spend no more than $500,000 US, but Christine can't imagine spending less than $900,000 US. Can they find a tropical retreat with a price tag they both agree on?",23-Sep-10,S18E02,Couple Searches for their Own Space in Nicaragua's San Juan del Sur,2,18,2010,,Canada,San Juan Del Sur,Nicaragua,1,,"San Juan Del Sur, Nicaragua",Missing Origin City,,,,,,Can not get data,0
211,"Michael, Carla and their two children live in the commuter suburb of Tenafly, New Jersey. While the couple loves Tenafly's great schools and their easy commute to work in Manhattan, they've grown weary of the cold winters, so they've decided to buy a vacation home in Turks &amp; Caicos. But with a budget that tops out at $550,000 US, can they find a condo with gorgeous Caribbean views, and a bedroom the kids can call their own?",1-Oct-10,S18E03,Family Searches for a Getaway in Caribbean Playground of Turks &amp; Caicos,3,18,2010,"Tenafly, New Jersey",United States,Turks and Caicos,England,0,"Tenafly, New Jersey","Turks and Caicos, England",All,40.9253766,-73.9629154,21.721746,-71.5527809,2147.34,Can get data,0
212,"When Julius Toth is at home in Akron, Ohio, his life is all work and no play. His job developing eco-friendly products keeps him busy and on the go. So this single father of eight has decided to buy a getaway place in the jungles of Belize. He was so drawn to the natural beauty and relaxed feel of the area that he wants to find a home there where he and his kids can escape and unwind. Julius and one of his daughters will head to Belize to check out three very different places. Part of the challenge will be finding the right home since father and daughter don't see eye to eye on their ideal vacation place. Can they find a relaxing retreat for him that also has what his daughter has in mind and enough space for his large family?",30-Sep-10,S18E04,Looking for a Vacation Place in the Jungles of Belize,4,18,2010,"Akron, Ohio",United States,,Belize,1,"Akron, Ohio",,Missing Destination City,,,,,,Can not get data,0
213,"Dan and his fiance, Casey, love living in downtown Jonesboro, Arkansas. But, they would love to buy a second home in another country. So they picked the Caribbean island of St. Maarten, their favorite vacation spot. With a budget of $700,000, they're hoping to find a place that's big enough for a family and is on or has a view of the beach. As their agent Arun Jagtiani knows, beachfront homes are way above Dan and Casey's budget. What sacrifices are Dan and Casey willing to make to get their perfect tropical getaway?",6-Sep-10,S18E05,Arkansas Couple Search for a Second Home on the Caribbean Island of St. Maarten,5,18,2010,"Jonesboro, Arkansas",United States,St. Maarten,Netherlands,0,"Jonesboro, Arkansas","St. Maarten, Netherlands",All,35.8272257,-90.6949871,50.9467662,5.7788809,7406.91,Can get data,0
214,"Brits Simon and Fiona, love vacationing in Morocco so much that they decided to buy a holiday home there. With a budget of $430,000, they want to buy a traditional ""riad"" style house, which has rooms that branch off of an open courtyard. But, they have one point of contention. As an architectural designer, Simon loves renovating homes and putting his own mark on the design. So, he wants a house that's structurally sound, but needs work. Fiona is concerned Simon may have trouble overseeing such a big project from their home in Rugby, England and the costs could get out of control. Their agent and fellow Englishman, Grant Rawlings, is determined to find a house that will satisfy both of their needs.",20-Sep-10,S18E06,British Couple Search for a Vacation Home in Marrakech Morocco,6,18,2010,Rugby,England,Marrakech,Morocco,0,"Rugby, England","Marrakech, Morocco",All,52.3726682,-1.2620038,31.6048574,-8.3654032,2379.95,Can get data,0
215,"Mother and daughter, Jennie and Vicki, have a close relationship and live near to each other in charming villages in the English countryside. Their latest ""mother-daughter project"" is buying a vacation condo in sunny Cape Verde. They'd like to find a two-bedroom condo, with patio space, that's as close to the beach as they can get for $175,000. Local real estate broker, Mimi Martel, shows them three sun-splashed condos near the surf, all on the popular Cape Verde island of Sal. Which one will they choose?",27-Sep-10,S18E07,Mother and Daughter Travel from England to Cape Verde in Search of a Sunny Vacation Condo,7,18,2010,,England,Sal,Cape Verde,1,,"Sal, Cape Verde",Missing Origin City,,,,,,Can not get data,0
216,"Sean and Meghan live in Ashbourne, County Mead which is a small town in Ireland that is about a half hour from Dublin. Sean was born and raised in Ireland while Meghan is from America, but after meeting in Chicago they moved to Ireland and started a family. The couple has two children and they've decided it's time to buy a family home where they can raise their kids. Sean has his heart set on a place with a big backyard and ideally something with a project he can work on to customize to their taste. Meghan isn't as focused on finding a fixer home, but she does want a place with a nice layout for the family. Can they find a place they will both feel is right for raising their family?",16-Sep-10,S18E08,A Couple Searches for a Family Home in Ireland,8,18,2010,Dublin,Ireland,Dublin,Ireland,0,"Dublin, Ireland","Dublin, Ireland",All,53.3498006,-6.2602964,53.3498006,-6.2602964,0,Can get data,0
217,"Chicago realtors and empty nesters Hector and Kim, love living within walking distance of Lake Michigan. But, they would like to take a break from the chilly winters. Having consulted investors on international real estate deals in South America, Hector suggested they look for a place in the beach resort town of Salinas, Ecuador. With a budget of $200,000, they want a 3 bedroom, 2 bath home with ocean views, a large kitchen and that is completely move-in ready. Since real estate is affordable in Ecuador, their agent Mike Sager, is confident he can find a place for them.",16-Jun-11,S18E09,"Chicago Realtors Search for a Vacation Home in Salinas, Ecuador",9,18,2011,"Chicago, Illinois",United States,Salinas,Ecuador,0,"Chicago, Illinois","Salinas, Ecuador",All,41.8755616,-87.6244212,-2.2079292,-80.967163,4947.64,Can get data,0
218,"Michael and Talie are a British couple who met and fell in love with Italy and each other a decade ago. Now they are ready to re-capture some of those warm memories by purchasing a vacation home in Abruzzo, Italy. They'd love a house with two bedrooms and a garden that is ideally near a town or village. Their real estate agent will take them on breath-taking tours of the region as they check out three vacation homes. Michael and Talie will have to make a tough choice because each home has a number of pros but they also have several cons. Will they be able to find a place to transform their romantic dream into a reality?",28-Sep-10,S18E10,"Looking for a Romantic Retreat in Abruzzo, Italy",10,18,2010,,England,Abruzzo,Italy,1,,"Abruzzo, Italy",Missing Origin City,,,,,,Can not get data,0
219,"Brett and Eleni went to the Dominican Republic resort of Punta Cana on their honeymoon years ago, and have spent every anniversary there ever since. Now, with two high-pressure jobs, and two teenaged daughters, they want to buy a place of their own so they can get away from it all without having to book a hotel room. The couple wants a place with ocean views, and plenty of room for family, but their $200,000 US budget will make that challenging. Their broker Michael may have the perfect solution: a shared ownership, which will get Brett and Eleni the luxuries they want at a fraction of the price!",29-Sep-10,S18E11,Brett and Eleni Want Dominican Republic Escape,11,18,2010,,United States,Punta Cana,Dominican Republic,1,,"Punta Cana, Dominican Republic",Missing Origin City,,,,,,Can not get data,0
220,"British comedian, Gerry Kyei wants to expand his fan base to mainland Europe. So he and his wife Colette are in the market for a vacation home on the southern coast of Spain. They'd like a vacation home to use both for when he's performing in the area and as a getaway place for their family of six. Their agent will take them to see three very different places in the area for Gerry and Colette to chose from. After checking each one out will they go with the two-bedroom condo, the stand alone villa, or the three bedroom townhome?",1-Jan-11,S18E12,A British Couple Want 2nd Home in Southern Spain,12,18,2011,,England,,Spain,2,,,Country to Country,,,,,,Can not get data,0
221,"Buying a home on the Caribbean island of St. John is a dream for Charlotte, NC couple, Billy and Toni. With plans to have their kids, Jenna and Will, spend time with them there, they're looking for a 2-3 bedroom house. They also want panoramic views of the sunrise or sunset. With a budget of $900,000, they're turning to realtor Debbie Hayes to find them the perfect home.",16-Dec-10,S18E13,North Carolina Couple Searches for Dream Vacation Home on the Caribbean Island of St. John,13,18,2010,"Charlotte, North Carolina",United States,"St. John Virgin Islands, United States",United States,0,"Charlotte, North Carolina","St. John Virgin Islands, United States",All,35.2272086,-80.8430827,18.33560135,-64.75504062,2462.65,Can get data,0
222,"It's often said that change is opportunity. So when Helen's husband Dimitri is laid off from his airline job in Brisbane, Australia the couple decide to shake things up. They're leaving the pandemonium of Brisbane behind them and moving with their three boys to the tropical islands of Vanuatu. The island is pretty easy to get used to, but they also need to check out the local Real Estate with realtor Clare Maloney. Will they be able to afford their dream house on the water? Or will it be trouble in paradise?",7-Oct-10,S19E01,Lagoon Homes on the Island of Vanuatu,1,19,2010,Brisbane,Australia,,Australia,1,"Brisbane, Australia",,Missing Destination City,,,,,,Can not get data,0
223,"Emma's a writer from Australia who's got a 130,000 bucks and a dream. She's gonna fix up an old ruin in Portugal and live the village life. She finds the old world charm intoxicating, but does she really know the difference between rustic...and a wreck? Fortunately, her friend Dan's here to help and Derek Harper couldn't be a better realtor for the job. Can Emma really pull this off? It's a Portuguese, bare knuckles renovation project on House Hunters International.",14-Oct-10,S19E02,Rustic Village Homes in Portugal,2,19,2010,,Australia,,Portugal,2,,,Country to Country,,,,,,Can not get data,0
224,"Sylvie and Mike Murrell have many happy memories of life in Johannesburg. But in their hearts, they know it's time to go. They can't ignore some sobering realities, at the top of the list is the high rate of violent crime. Worried how that stress could affect their kids, they've decided to make a bold financial move by relocating to Sydney, Australia. Property choices abound, but Mike wants the easy upkeep of a condo while Sylvie prefers a proper suburban home. And for a city used to welcoming immigrants, there are still culture shocks. The Murrell's savings of 6.5 million South African Rand converts to about $880,000. That won't afford them beach front living in Sydney's competitive market. To help make the numbers work, they've hired professional real estate agent Tanya Mottle.",28-Oct-10,S19E03,Single Family Homes in the Northern Suburbs of Sydney,3,19,2010,Johannesburg,South Africa,Sydney,Australia,0,"Johannesburg, South Africa","Sydney, Australia",All,-26.205,28.049722,-33.8698439,151.2082848,11040.14,Can get data,0
225,"Casey is an Australian carpenter. Nicole is a Canadian beer distributor. They met in a youth hostel in Scotland and after five years of non-stop globe trotting, they settled in Nicole's home town of Edmonton, Canada. Now it's time to give Melbourne a shot and buy their first home together. But the good life comes at a cost. Real estate in Melbourne is pricey, so with the help of professional real estate agent Tracey Russell, Nicole and Casey are setting their sights on the eastern suburbs. Will their starter home budget defeat their plans? It's first time home buyers in the land down under when House Hunters travels to Melbourne, Australia.",4-Nov-10,S19E04,Single Family Homes in the Eastern Suburbs of Melbourne,4,19,2010,Edmonton,Canada,Melbourne,Australia,0,"Edmonton, Canada","Melbourne, Australia",All,53.5462055,-113.491241,-37.8142454,144.9631732,14005.11,Can get data,0
226,Nikesha is an up and coming fashion designer. But she's put her career on hold to make the move of a lifetime. Her boyfriend Adel has taken a job on the other side of the world and she's following her heart to an island kingdom on the Arabian Peninsula. Will a home in Bahrain live up to Nikesha's high expectations? Or will the chill of Arabian nights put their dreams on hold? Find out when House Hunters explores the kingdom of Bahrain with professional real estate agent Heather Baraclough.,11-Nov-10,S19E05,Modern Living in Bahrain,5,19,2010,,,,Bahrain,3,,,Destination Country,,,,,,Can not get data,0
227,"Holly Beck is a professional surfer based in California and dreams of starting an all women's surf camp in Nicaragua. She is stoked that her first guests have already signed up for the camp, but Holly still needs to find a killer beach pad near some awesome break. That's why she's hired locally based real estate agent Bryan McMandon of Nicaragua Surf Report. He's a surfer himself and has experience showing homes suited for the surfing lifestyle. But to keep her from paddling out too deep Holly has also asked friend and professional surfer Kim Mayer to lend some advice during the house hunt. Is finding an oceanside house that can accommodate a bunch of surfers asking too much? Find out when House Hunters travels to Nicaragua.",18-Nov-10,S19E06,Oceanside Homes in Nicaragua,6,19,2010,California,United States,,Nicaragua,1,"California, United States",,Missing Destination City,,,,,,Can not get data,0
